toko,nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual
Sociolla,Bright Stuff Essence Sheet Mask,0.0,15500.0,0.0,4.544908466819222,1748,1748
Sociolla,Squeeze Me Up Liquid Concealer,0.0,58000.0,0.0,4.448571428571428,140,140
Sociolla,Bright Stuff Loose Powder,0.0,25000.0,0.0,4.516,2100,2100
Sociolla,Clay Mask Sebum Control,0.0,43500.0,0.0,4.425925925925926,108,108
Sociolla,Daily Matte Cushion,0.0,93500.0,0.0,4.223529411764706,17,17
Sociolla,Creamatte Lipstick,0.0,50000.0,0.0,4.3578531475607605,11715,11715
Sociolla,Creamytint,0.0,46000.0,0.0,4.584231339594661,4046,4046
Sociolla,Squeeze Me Up Browcara,0.0,58000.0,0.0,4.563720930232559,215,215
Sociolla,Ms Pimple Acne Solution Spot Gel,0.0,37500.0,0.0,4.516838775570731,1474,1474
Sociolla,Clay Mask Brightening,0.0,43500.0,0.0,4.565789473684211,95,95
Sociolla,Natura Pal Toner Essence,0.0,46500.0,0.0,4.690476190476191,21,21
Sociolla,Bright Stuff Face Serum,0.0,35500.0,0.0,4.607673267326732,404,404
Sociolla,Bright Stuff Moisturizing Cream,0.0,26000.0,0.0,4.529627928341755,2177,2177
Sociolla,Skin Buddy Micellar Water,0.0,26000.0,0.0,4.610169491525424,177,177
Sociolla,Daily Matte Compact Powder,0.0,38000.0,0.0,4.592156862745098,102,102
Sociolla,Mattecrush,0.0,48000.0,0.0,3.872727272727273,11,11
Sociolla,Daily Matte BB Cream,0.0,31000.0,0.0,4.523333333333333,120,120
Sociolla,Skin Buddy Bubble Up Face Wash,0.0,20700.0,0.0,4.611111111111112,81,81
Sociolla,Total Eclipse Pen Liner,0.0,56500.0,0.0,4.3,4,4
Sociolla,Cheek Lit Blush Stick,0.0,55000.0,0.0,4.565384615384615,104,104
Sociolla,Aloe Vera Gel,0.0,31000.0,0.0,4.526627218934912,338,338
Sociolla,Squeeze Me Up Browcara Clear,0.0,58000.0,0.0,4.4526315789473685,171,171
Sociolla,Bare With Me Mineral Loose Powder,0.0,59500.0,0.0,4.253799758745476,829,829
Sociolla,Bright Stuff Face Toner,0.0,31500.0,0.0,4.618939393939394,330,330
Sociolla,Star Lash Aqua Mascara,0.0,52000.0,0.0,4.140796019900497,402,402
Sociolla,Smoochies Lipbalm Lemonade,0.0,32000.0,0.0,4.201298630732449,215,215
Sociolla,Grape Seed Olive Face Mask,0.0,42500.0,0.0,4.154395604395604,455,455
Sociolla,Lip Mask Milky Matcha,0.0,40500.0,0.0,4.796296296296297,27,27
Sociolla,Green Tea Latte Face Mask,0.0,33500.0,0.0,4.054882044560944,1526,1526
Sociolla,Apricot Jam Face Scrub,0.0,27500.0,0.0,4.346287703016241,1724,1724
Sociolla,Natura Pal Gel Moisturizer,0.0,38500.0,0.0,4.598214285714285,28,28
Sociolla,Natura Pal Splash Serum,0.0,78500.0,0.0,4.6,5,5
Sociolla,Bright Stuff Exfoliating Toner,0.0,39500.0,0.0,4.875,4,4
Sociolla,Sugar Rush Lipstick,0.0,39500.0,0.0,4.177456886007827,512,512
Sociolla,Watercolor Lip Serum,0.0,37500.0,0.0,4.283333333333333,36,36
Sociolla,Poppin’ Matte X Chatime,0.0,50000.0,0.0,3.9666666666666672,6,6
Sociolla,Dirt-less In Sight Make Up Remover,0.0,28000.0,0.0,4.282180225506018,170,170
Sociolla,Ms Pimple Acne Solution Moisturizing Gel,0.0,28000.0,0.0,4.462912087912088,910,910
Sociolla,Smoochies Lipbalm Cucumber Juice,0.0,32000.0,0.0,4.425663716814159,113,113
Sociolla,Cranberry Juice Face Mask,0.0,42500.0,0.0,4.32563025210084,238,238
Sociolla,Bare With Me Mineral Mild Foundation,0.0,83000.0,0.0,4.482096069868996,687,687
Sociolla,Squeeze Me Up Lip Matte,0.0,58000.0,0.0,4.536708860759494,79,79
Sociolla,Liquid Lip Shine,0.0,39500.0,0.0,4.117124735729386,473,473
Sociolla,Skin Buddy Sun Protection SPF 30 PA+++,0.0,38000.0,0.0,4.488235294117647,85,85
Sociolla,Cheek Lit Highlighter Powder Nudesparkle,0.0,47000.0,0.0,4.554545454545455,44,44
Sociolla,Top Secret Eyebrow,0.0,57500.0,0.0,4.374594226579521,544,544
Sociolla,Poppin' Matte,0.0,50000.0,0.0,4.50327868852459,122,122
Sociolla,Skin Buddy Face Toner,0.0,19500.0,0.0,4.577205882352941,68,68
Sociolla,Cosmic Lash Volume Mascara,0.0,64500.0,0.0,5.0,1,1
Sociolla,Moist In A Bottle Moisturizer,0.0,30500.0,0.0,4.309187279151944,1132,1132
Sociolla,Creamatte Metallic Edition,0.0,52000.0,0.0,4.478571428571429,280,280
Sociolla,Natura Pal Gel Cleanser,0.0,35500.0,0.0,4.625,12,12
Sociolla,Bright Stuff Tone Up Cream,0.0,26000.0,0.0,4.446625567813109,1541,1541
Sociolla,Lip Mask Vanilla Pretzel,0.0,40500.0,0.0,4.613636363636363,22,22
Sociolla,Micellar Water Drop Cleanser – Bright Stuff,0.0,34000.0,0.0,4.544212218649518,622,622
Sociolla,Squeeze Me Up Lip Glass,0.0,58000.0,0.0,4.672222222222223,36,36
Sociolla,Capsule Treat Gel Mask,0.0,21000.0,0.0,4.451923076923077,52,52
Sociolla,Sun Battle SPF 45 PA+++,0.0,53000.0,0.0,4.441647597254004,437,437
Sociolla,Ms Pimple Acne Solution Face Toner,0.0,24500.0,0.0,4.411543715846995,732,732
Sociolla,Lip Tint Eraser,0.0,46000.0,0.0,4.31079365079365,70,70
Sociolla,Bare With Me Mineral Cushion,0.0,128500.0,0.0,4.382334132693845,2502,2502
Sociolla,Cheek Lit Highlighter Stick Nudetwinkle,0.0,55000.0,0.0,4.517073170731708,41,41
Sociolla,Creamy Milk Cleansing Lotion,0.0,24500.0,0.0,4.205405405405406,370,370
Sociolla,ERHAIR Scalperfect Piroctone Olamine & Climbazole Shampoo,0.0,153440.0,0.0,4.397667714884696,108,108
Sociolla,AcneAct Acne Cleansing Scrub Beta Plus (ACSBP),0.0,107520.0,0.0,4.632165605095541,157,157
Sociolla,Erha Acneact Acne Protection Sunscreen SPF 45 PA+++,0.0,112000.0,0.0,4.324794866400168,98,98
Sociolla,ERHA Acneact Acne Spot Gel,0.0,72800.0,0.0,4.501317771084337,1328,1328
Sociolla,ERHAIR HairGrow Kopexil & Panax Ginseng Extract Serum,0.0,256480.0,0.0,4.35625,200,200
Sociolla,ERHAIR HairGrow Panax Ginseng & Pumpkin Seed Extract Shampoo,0.0,153440.0,0.0,4.192462779156328,312,312
Sociolla,ERHAIR HairGrow Biotin & Keratin Tonic,0.0,145600.0,0.0,4.38972028116175,314,314
Sociolla,Erha Hairgrow Hair Fall Protection Moisturizer 200 ml,0.0,128800.0,0.0,4.25,2,2
Sociolla,Acneact Acne Facial Mask,0.0,75040.0,0.0,4.623737373737374,99,99
Sociolla,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,0.0,112000.0,0.0,4.642857142857142,63,63
Sociolla,ERHA Acneact Acne Body Spray,0.0,99680.0,0.0,4.52486187845304,181,181
Sociolla,ERHAIR Scalperfect BHA & Allantoin Scalp Exfoliating Gel,0.0,61600.0,0.0,4.701421800947867,211,211
Sociolla,ERHA 2 Facial Wash For Oily Skin,0.0,84560.0,0.0,4.576446280991736,121,121
Sociolla,AcneAct Anti Acne Serum,0.0,151200.0,0.0,4.65530303030303,66,66
Sociolla,AcneAct Post Acne Spot Serum,0.0,151200.0,0.0,4.5931372549019605,51,51
Sociolla,Age Corrector Day Cream 30g - Peptides & Hyaluronate,0.0,201600.0,0.0,4.5,37,37
Sociolla,Truwhite Niacinamide & Peptide Dark Spot Corrector,0.0,184800.0,0.0,5.0,2,2
Sociolla,ERHA 1 Facial Wash For Normal & Dry Skin,0.0,84560.0,0.0,4.55,100,100
Sociolla,Age Corrector Serum 20ml - Peptides & Soya Phytoplacenta,0.0,222880.0,0.0,4.581081081081081,37,37
Sociolla,Brightening Facial Mask,0.0,32480.0,0.0,4.658450704225352,71,71
Sociolla,"Age Corrector Facial Wash 90ml - AHA, BHA & Red Algae Extract",0.0,78400.0,0.0,4.739999999999999,25,25
Sociolla,Age Corrector Night Cream 30g - Niacinamide & Phytosqualane,0.0,207200.0,0.0,4.505434782608695,46,46
Sociolla,Bronzer,0.0,95000.0,0.0,4.671094710947109,813,813
Sociolla,Goddess Eyeshadow Palette,0.0,195000.0,0.0,4.757272727272727,3520,3520
Sociolla,Setting Powder,0.0,135000.0,0.0,4.650560538116592,1784,1784
Sociolla,Lip Gloss,0.0,100000.0,0.0,4.46120218579235,2196,2196
Sociolla,Flawless Cushion Serum SPF 50+ PA+++,0.0,185000.0,0.0,4.598891198891198,1443,1443
Sociolla,Powder Blush,0.0,95000.0,0.0,4.689845326160054,2974,2974
Sociolla,Slick Drip Serum Lip Tint,0.0,69000.0,0.0,4.6224137931034495,116,116
Sociolla,Flawless Liquid Concealer,0.0,165000.0,0.0,4.719014084507043,3207,3124
Sociolla,Freeze Tinted Brow Mascara,0.0,150000.0,0.0,4.573629629629629,1350,1350
Sociolla,Seal Primer Serum Mattifying,0.0,115000.0,0.0,4.481564245810056,179,179
Sociolla,Waterproof Intense Eyeliner,0.0,125000.0,0.0,4.68217873058701,1378,1363
Sociolla,Wonder Crush Serum Liquid Blush,0.0,99000.0,0.0,4.800000000000001,3,3
Sociolla,Brow Stroke Pencil,0.0,95000.0,0.0,4.6296200901481,1553,1553
Sociolla,Flawless Powder Foundation,0.0,135000.0,0.0,4.645921450151058,1655,1655
Sociolla,Brow Pomade Pencil,0.0,95000.0,0.0,4.612104347826088,2875,2875
Sociolla,Mist Universe Setting Spray,0.0,102000.0,0.0,4.615827338129496,695,695
Sociolla,Flawless Liquid Corrector,0.0,165000.0,0.0,4.682332761578044,583,583
Sociolla,Lip & Cheek Blushing Duo,0.0,168000.0,0.0,,0,0
Sociolla,The Goddess Cheek Palette,0.0,225000.0,0.0,4.615112192304275,1952,1936
Sociolla,Gleam Primer Serum Hydrating,0.0,115000.0,0.0,4.554716981132076,106,106
Sociolla,Barbie™ X ESQA Like A Boss Velvet Lip Tint,0.0,99000.0,0.0,4.346666666666666,75,75
Sociolla,Barbie™ X ESQA Make Waves Eyeshadow Palette,0.0,215000.0,0.0,4.7218390804597705,87,87
Sociolla,Sunset Stunner,0.0,215000.0,0.0,,0,0
Sociolla,Barbie™ X ESQA Wake Up & Hustle Highlighter Stick,0.0,115000.0,0.0,4.684705882352941,85,85
Sociolla,Supreme Treatment Essence,0.0,145000.0,0.0,4.75,22,22
Sociolla,Barbie™ X ESQA Limitless Potential Color Changing Lip Oil,0.0,99000.0,0.0,4.555339805825243,103,103
Sociolla,Daily Glow by ESQA,0.0,230000.0,0.0,,0,0
Sociolla,Barbie™ X ESQA Golden Girl Cream Blush & Contour Duo,0.0,150000.0,0.0,4.537566137566138,189,189
Sociolla,Face Essentials,0.0,244000.0,0.0,,0,0
Sociolla,Refill Bronzer,0.0,65000.0,0.0,4.863636363636364,22,22
Sociolla,Refill Blush,0.0,65000.0,0.0,4.7846153846153845,39,39
Sociolla,Highlighter,0.0,95000.0,0.0,4.637777777777778,990,990
Sociolla,Moonlight Liquid Eyeshadow,0.0,165000.0,0.0,4.646753246753247,154,154
Sociolla,Supreme Hybrid Sun Stick SPF 50+ PA++++,0.0,139000.0,0.0,4.598101265822785,158,158
Sociolla,PREP YOUR DAY - Power Spray,0.0,180000.0,0.0,5.0,6,6
Sociolla,ANYTIME - Power Mist,0.0,66000.0,0.0,4.729166666666667,12,12
Sociolla,Reset Wake Up Mist,0.0,150000.0,0.0,,0,0
Sociolla,PREP YOUR DAY - Power Spray Junior Trigger head,0.0,114000.0,0.0,4.9,5,5
Sociolla,ANYTIME - Power Mist Refill,0.0,138000.0,0.0,5.0,2,2
Sociolla,PREP YOUR DAY - Power Spray Junior Spray Head,0.0,102000.0,0.0,5.0,2,2
Sociolla,OUI Handsoap - Warm Shower,0.0,114000.0,0.0,5.0,5,5
Sociolla,Power Couple Bundle,0.0,246000.0,0.0,,0,0
Sociolla,EVERYDAY- Power GEL,0.0,150000.0,0.0,5.0,3,3
Sociolla,OUI Handsoap - Morning Dew,0.0,114000.0,0.0,5.0,4,4
Sociolla,Power Spray Bundle,0.0,354000.0,0.0,,0,0
Sociolla,REST EASY - Sleep Mist,0.0,186000.0,0.0,4.777777777777779,6,6
Sociolla,REST EASY - Sleep Mist Refill,0.0,306000.0,0.0,,0,0
Sociolla,Power Refill Bundle,0.0,378000.0,0.0,,0,0
Sociolla,Power Mist Bundle,0.0,204000.0,0.0,,0,0
Sociolla,OUI Handsoap - Hot Stone,0.0,114000.0,0.0,5.0,5,5
Sociolla,PREP YOUR DAY - Power Spray Refill,0.0,240000.0,0.0,4.75,4,4
Sociolla,EssenHerb Tea Tree Toner,0.0,255000.0,0.0,4.496064339493498,1461,1461
Sociolla,EssenHerb Bulgarian Rose Cream,0.0,295000.0,0.0,4.492718446601941,103,103
Sociolla,EssenHerb Tea Tree Cream,0.0,295000.0,0.0,4.303763440860215,93,93
Sociolla,EssenHerb Bulgarian Rose Toner,0.0,255000.0,0.0,4.513824884792626,217,217
Sociolla,Bulgarian Rose Secret Oil,0.0,252000.0,0.0,4.5,21,21
Sociolla,EssenHerb Bulgarian Rose Ampoule,0.0,265000.0,0.0,4.444230769230769,130,130
Sociolla,EssenHerb Bulgarian RoseFoam Cleanser,0.0,175000.0,0.0,4.5458015267175576,131,131
Sociolla,Jojoba 100 Oil,0.0,294000.0,0.0,4.75,54,54
Sociolla,Tea Tree Acne Daily Wash,0.0,299000.0,0.0,4.479381443298969,97,97
Sociolla,EssenHerb Tea Tree Mask,0.0,25000.0,0.0,4.630022321428571,448,448
Sociolla,Tea Tree Probiotics Spot Gel,0.0,195000.0,0.0,4.716981132075472,53,53
Sociolla,EssenHerb Bulgarian Rose Mask,0.0,25000.0,0.0,4.624664879356568,373,373
Sociolla,EssenHerb Black Tea Peeling Gel,0.0,195000.0,0.0,4.527586206896552,145,145
Sociolla,Drawing Eye Brow,0.0,55000.0,0.0,4.709090909090909,33,33
Sociolla,Dear Darling Tint,0.0,89000.0,0.0,4.428571428571428,7,7
Sociolla,Moistfull Collagen Intense Sheet Mask,0.0,30000.0,0.0,5.0,4,4
Sociolla,Moistfull Collagen - Sheet Mask,0.0,32000.0,0.0,5.0,1,2
Sociolla,Sebum Soak Pore Primer,0.0,274000.0,0.0,,0,0
Sociolla,Mate on the Eyes & Tint on the Lips 2.0!,0.0,455000.0,0.0,,0,0
Sociolla,Dear Darling Water Tint,0.0,79000.0,0.0,4.381818181818182,18,22
Sociolla,My Lash Serum,0.0,120000.0,0.0,4.653846153846153,13,13
Sociolla,Color My Brows Max,0.0,137000.0,0.0,4.875,3,8
Sociolla,Play Color Eyes,0.0,391000.0,0.0,4.766666666666667,5,6
Sociolla,Better Lips-Talk,0.0,188000.0,0.0,4.6,3,7
Sociolla,Bare Edge Slim Brow,0.0,130000.0,0.0,5.0,1,6
Sociolla,Big Cover Skin Fit Concealer PRO,0.0,137000.0,0.0,4.714285714285714,2,7
Sociolla,Look My Eyes Velvet NEW,0.0,109000.0,0.0,5.0,2,4
Sociolla,Look At My Eyes Café,0.0,94000.0,0.0,4.92,4,5
Sociolla,Double Lasting Cushion Glow,0.0,342000.0,0.0,5.0,2,9
Sociolla,Play Color Eyes Mini Objet,0.0,342000.0,0.0,5.0,1,2
Sociolla,Lovely Cookie Blusher,0.0,103000.0,0.0,4.733333333333333,5,6
Sociolla,Face Blur,0.0,274000.0,0.0,,0,0
Sociolla,Lash Perm Curl Fix Mascara,0.0,257000.0,0.0,4.95,3,4
Sociolla,Daily Glow Set Make Up Red!,0.0,938000.0,0.0,,0,0
Sociolla,Curl Fix Mascara,0.0,257000.0,0.0,4.6,2,5
Sociolla,Air Mousse Eyes,0.0,128000.0,0.0,5.0,1,4
Sociolla,Bling Bling Eye Stick,0.0,122000.0,0.0,,0,0
Sociolla,Dr. Mascara Fixer for Perfect Lash,0.0,111000.0,0.0,4.5,6,8
Sociolla,Baking Powder Pore Scrub,0.0,150000.0,0.0,5.0,1,3
Sociolla,Moistfull Collagen - Deep Cream,0.0,395000.0,0.0,4.875,1,2
Sociolla,Sebum Soak Powder,0.0,137000.0,0.0,3.8,1,1
Sociolla,Dear Darling Water Gel Tint,0.0,99000.0,0.0,5.0,1,1
Sociolla,Soon Jung Director's Mineral Filter Sun Cream,0.0,375000.0,0.0,5.0,0,1
Sociolla,Fixing Tint,0.0,205000.0,0.0,4.799999999999999,11,12
Sociolla,Better Lips-Talk Velvet,0.0,188000.0,0.0,4.35,3,4
Sociolla,Air Mousse Eyes,0.0,128000.0,0.0,,0,0
Sociolla,Color My Brows,0.0,103000.0,0.0,4.714285714285714,5,7
Sociolla,Daily Glow Set Make Up Rose!,0.0,938000.0,0.0,,0,0
Sociolla,Wonder Pore Freshner,0.0,205500.0,0.0,5.0,2,3
Sociolla,Fixing Tint,0.0,205000.0,0.0,5.0,1,1
Sociolla,Soon Jung Cica Relief Toner Pad,0.0,375000.0,0.0,5.0,2,2
Sociolla,02 Air Mask Pearl,0.0,24000.0,0.0,4.9375,2,4
Sociolla,02 Air Mask Lemon Moisturizing & Brightening,0.0,24000.0,0.0,5.0,2,2
Sociolla,02 Air Mask Green Tea Moisturizing & Soothing,0.0,24000.0,0.0,5.0,1,3
Sociolla,02 Air Mask Manuka Honey Rich Moisturizing,0.0,24000.0,0.0,5.0,2,2
Sociolla,Sebum Soak Blur Pact,0.0,205000.0,0.0,,0,0
Sociolla,02 Air Mask Madecassocide Soothing & Defense,0.0,24000.0,0.0,4.9375,2,4
Sociolla,02 Air Mask Aloe Moisturizing & Soothing,0.0,24000.0,0.0,4.9375,2,4
Sociolla,Soon Jung Panthensoside Moisture Lotion,0.0,300000.0,0.0,,0,0
Sociolla,02 Air Mask Collagen Firming,0.0,24000.0,0.0,5.0,2,2
Sociolla,Mate on the Eyes & Tint on the Lips 3.0!,0.0,485000.0,0.0,,0,0
Sociolla,Play Color Eyes Mini,0.0,308000.0,0.0,4.742857142857143,6,7
Sociolla,Soon Jung Cica Toner,0.0,300000.0,0.0,5.0,2,2
Sociolla,Play Tone Eye Palette,0.0,488000.0,0.0,,0,0
Sociolla,Healthy & Long Lash!,0.0,485000.0,0.0,,0,0
Sociolla,Dr. Mascara Fixer for Super Long Lash,0.0,111000.0,0.0,4.8,3,4
Sociolla,Double Lasting Foundation,0.0,376000.0,0.0,5.0,3,12
Sociolla,All Finish Mascara Cleaner,0.0,120000.0,0.0,,0,0
Sociolla,Drawing Show Brush Liner,0.0,179000.0,0.0,,0,0
Sociolla,Dr. Mascara Fixer,0.0,106000.0,0.0,,0,0
Sociolla,Drawing Eyes Coloring Browcara,0.0,130000.0,0.0,,0,0
Sociolla,Bare Edge Brow Fixer,0.0,163000.0,0.0,,0,0
Sociolla,Moistfull Collagen - Essence,0.0,395000.0,0.0,5.0,1,2
Sociolla,Baking Powder Pore Foam,0.0,105000.0,0.0,4.791666666666667,4,6
Sociolla,Soon Jung Hydro Barrier Cream,0.0,435000.0,0.0,,0,0
Sociolla,Wonder Pore Cream,0.0,268000.0,0.0,5.0,0,1
Sociolla,Moistfull Collagen - Facial Toner,0.0,300000.0,0.0,5.0,1,2
Sociolla,Glass Rouge Tint,0.0,205000.0,0.0,4.8,3,4
Sociolla,Power Eyelash Ampoule,0.0,374000.0,0.0,5.0,1,2
Sociolla,Buy 5 Get 5 Etude Soothing Mask,0.0,120000.0,0.0,,0,0
Sociolla,02 Air Mask Snail Smoothening & Firming,0.0,24000.0,0.0,5.0,2,2
Sociolla,Moistfull Collagen - Eye Cream,0.0,363000.0,0.0,5.0,1,2
Sociolla,02 Air Mask Tea Tree Refreshing & Soothing,0.0,24000.0,0.0,5.0,1,3
Sociolla,Moistfull Collagen Intense Emulsion,0.0,315000.0,0.0,5.0,1,2
Sociolla,Mate on the Eyes & Tint on the Lips!,0.0,485000.0,0.0,,0,0
Sociolla,Moistfull Collagen - Emulsion,0.0,300000.0,0.0,5.0,2,3
Sociolla,Buy 5 Get 5 Etude Moisturizing Mask,0.0,120000.0,0.0,,0,0
Sociolla,Moistfull Collagen Intense Cream,0.0,405000.0,0.0,4.375,2,2
Sociolla,Nymph Aura Volumer,0.0,309000.0,0.0,,0,0
Sociolla,Moistfull Collagen Intense Eye Cream,0.0,363000.0,0.0,5.0,1,1
Sociolla,Tear Eye Liner,0.0,103000.0,0.0,5.0,1,2
Sociolla,Baking Powder Crunch Pore Scrub,0.0,135000.0,0.0,4.6875,2,4
Sociolla,Soon Jung Director's Moisture Sun Cream,0.0,375000.0,0.0,5.0,0,1
Sociolla,Buy 5 Get 5 Etude Refreshing Mask,0.0,120000.0,0.0,,0,0
Sociolla,Double Lasting Pact,0.0,342000.0,0.0,5.0,1,2
Sociolla,Contour Powder,0.0,308000.0,0.0,4.866666666666667,3,3
Sociolla,Moistfull Collagen - Cream,0.0,395000.0,0.0,5.0,0,1
Sociolla,Soon Jung pH 6.5 Whip Cleanser,0.0,237000.0,0.0,4.449999999999999,5,5
Sociolla,Cute Eyes Maker,0.0,205000.0,0.0,5.0,2,2
Sociolla,SoonJung pH 5.5 Foam Cleanser,0.0,142000.0,0.0,5.0,2,2
Sociolla,Soon Jung 2X Barrier Intensive Cream,0.0,268000.0,0.0,5.0,2,2
Sociolla,Moistfull Collagen - Deep Sheet Mask,0.0,32000.0,0.0,5.0,2,2
Sociolla,Sebum Soak Pact,0.0,205000.0,0.0,5.0,1,2
Sociolla,Proof 10 Gel Pencil,0.0,130000.0,0.0,5.0,2,2
Sociolla,Soon Jung 5 Panthensoside™ Cica Balm,0.0,300000.0,0.0,4.125,1,2
Sociolla,Lip & Eye Remover,0.0,90000.0,0.0,4.0,1,1
Sociolla,Baking Powder BB Deep Foam,0.0,120000.0,0.0,4.833333333333334,4,6
Sociolla,02 Air Mask Hyaluronic Acid Moisturizing,0.0,24000.0,0.0,4.916666666666667,3,3
Sociolla,Mirror Holic Liquid Eyes,0.0,188000.0,0.0,5.0,1,2
Sociolla,Soon Jung pH 5.5 Relief Toner,0.0,322000.0,0.0,4.125,2,2
Sociolla,02 Air Mask Ceramide Deep Moisturizing,0.0,24000.0,0.0,5.0,1,3
Sociolla,Moistfull Collagen - Cleansing Foam,0.0,158000.0,0.0,5.0,1,2
Sociolla,Moistfull Collagen Intense Foam,0.0,158000.0,0.0,5.0,2,2
Sociolla,Lip Tailor,0.0,205000.0,0.0,5.0,1,2
Sociolla,02 Air Mask Strawberry Brightening & Revitalizing,0.0,24000.0,0.0,5.0,0,1
Sociolla,All Day Fix Pen Liner,0.0,205000.0,0.0,5.0,1,2
Sociolla,Organic Hair & Scalp Treatment Oil – Power 10+,0.0,179000.0,0.0,4.504237288135593,59,59
Sociolla,Organic Hair Growth Treatment Shampoo,0.0,174000.0,0.0,4.392135642135642,198,198
Sociolla,Organic Argan Oil [ECOCERT Certified],0.0,219000.0,0.0,4.608974358974359,39,39
Sociolla,Hair Growth/Anti Hair Fall Tonic Organic Serum - Strength & Volume,0.0,239000.0,0.0,4.888888888888889,18,18
Sociolla,Organic Gentle Body Wash - Happy Skin,0.0,164000.0,0.0,4.76,25,25
Sociolla,Bug Off Organic Mosquito Repellent Spray,0.0,139000.0,0.0,4.908045977011494,33,33
Sociolla,Organic Anti-Aging Facial Wash - Happy Skin,0.0,144000.0,0.0,4.619565217391305,69,69
Sociolla,Organic Brightening Serum-Tranexamic Peptide Postbiotic,0.0,299000.0,0.0,4.76,25,25
Sociolla,Organic Glow & Bright Booster Pack,0.0,529000.0,0.0,5.0,2,2
Sociolla,Organic AHA Water Gel Exfoliating Toner-Glowing & Brightening,0.0,174000.0,0.0,4.859375,16,16
Sociolla,Organic Hair Growth Treatment Kit,0.0,527000.0,0.0,5.0,1,1
Sociolla,Organic Anti Aging Hand & Body Cream - Happy Skin,0.0,169000.0,0.0,4.65,40,40
Sociolla,Organic Hair Growth/Hair Loss Treatment Shampoo Set (190ml X 2pcs) Free AHA Water Gel Toner 45ml,0.0,627000.0,0.0,,0,0
Sociolla,Magnetic Eyelash Gold Set Mix - Bulu Mata Palsu Magnetik,0.0,259000.0,0.0,4.980645161290323,31,31
Sociolla,Bulu Mata Invisible Magnetic Eyelash - DAZZLE,0.0,199000.0,0.0,,0,0
Sociolla,Bulu Mata Invisible Magnetic Eyelash - WHIMSIE,0.0,199000.0,0.0,,0,0
Sociolla,Bulu Mata Invisible Magnetic Eyelash - TWINKLE,0.0,199000.0,0.0,,0,0
Sociolla,Bulu Mata Invisible Magnetic Eyelash - SPARKLE,0.0,199000.0,0.0,,0,0
Sociolla,Bulu Mata Invisible Magnetic Eyelash - DREAME,0.0,199000.0,0.0,,0,0
Sociolla,Magnetic Eyelash Gold Set Natural  - Bulu Mata Palsu Magnetik,0.0,259000.0,0.0,4.879069767441861,43,43
Sociolla,Magnetic Eyelash Silver Set Aurora  - Bulu Mata Palsu Magnetik,0.0,169000.0,0.0,4.838461538461539,26,26
Sociolla,Magnetic Eyelash Silver Set Belle  - Bulu Mata Palsu Magnetik,0.0,169000.0,0.0,4.986666666666666,30,30
Sociolla,Gleam & Go Toner,0.0,119000.0,0.0,4.958333333333333,6,6
Sociolla,Sunny Side Up Sunscreen Lotion,0.0,159000.0,0.0,4.861111111111112,9,9
Sociolla,"Ready, Spray, Glow Antibacterial Face Mist",0.0,99000.0,0.0,4.833333333333334,9,9
Sociolla,Dew Your Best Wash Off Mask,0.0,129000.0,0.0,4.6,5,5
Sociolla,Base Buddy Moisturizer,0.0,129000.0,0.0,4.972222222222222,9,9
Sociolla,Face The Day Face Wash Gel,0.0,79000.0,0.0,4.482142857142858,14,14
Sociolla,Joyful Gloss Lip Treatment,0.0,59000.0,0.0,4.4375,12,12
Sociolla,Eye-Mazing Eye Balm,0.0,99000.0,0.0,4.35,5,5
Sociolla,Wide Awake Eye Patch,0.0,199000.0,0.0,4.785714285714286,7,7
Sociolla,Evs Glow O'Clock Kit,0.0,370000.0,0.0,,0,0
Sociolla,Evs Dream A Little Glow On Me,0.0,340000.0,0.0,5.0,1,1
Sociolla,Evs Glow On Me Kit,0.0,300000.0,0.0,5.0,1,1
Sociolla,Cenil Ubi Ungu Spot On Manicure,0.0,99990.0,0.0,4.7,5,5
Sociolla,Spot-On Manicure Forgiveness,0.0,119990.0,0.0,4.644927536231884,23,23
Sociolla,Bubur Mutiara Spot On Manicure,0.0,99990.0,0.0,5.0,2,2
Sociolla,Spot On Manicure - She's a Leader,0.0,99990.0,0.0,,0,0
Sociolla,Spot-On Manicure Passionate Mint,0.0,99990.0,0.0,4.525326797385621,17,17
Sociolla,Eze Tweezer (Pinset Nail Art Sticker Ujung Runcing),0.0,29990.0,0.0,5.0,2,2
Sociolla,Spot-On Manicure Worthy in Beige,0.0,99990.0,0.0,4.544949494949496,33,33
Sociolla,Spot On Manicure Nyi Ageng in Black Glitter,0.0,129990.0,0.0,4.847222222222222,6,6
Sociolla,Spot-On Manicure Exceptionally Resilient,0.0,119990.0,0.0,5.0,6,6
Sociolla,Spot-On Manicure Insanely Confident,0.0,129990.0,0.0,4.369047619047619,7,7
Sociolla,Spot On Deco - Gold French (Sticker Kuku Nail Art),0.0,29990.0,0.0,,0,0
Sociolla,Spot On Deco - Starry Night (Sticker Kuku Nail Art),0.0,29990.0,0.0,,0,0
Sociolla,Kue Mangkok Spot On Manicure,0.0,99990.0,0.0,5.0,2,2
Sociolla,Klepon Spot On Manicure,0.0,99990.0,0.0,5.0,2,2
Sociolla,Ketan Biru Spot On Manicure,0.0,99990.0,0.0,5.0,3,3
